inn;region;okved;okved_group
5048019217;moscow reg.;68.20;68
3665057299;voronezh;25.11;25
5612176786;orenburg;73.11;73
2204012008;altai terr.;52.21.24;52
4029045160;kaluga;43.99;43
6501281561;sakhalin;41.20;41
7801611621;sankt-petersburg;47.99.20;47
1435015283;yakutia;86.23;86
1300000780;mordovia;70.22;70
4816022704;voronezh;68.32;68
7726464862;moscow city;47.73;47
7325165978;ulyanovsk;01.11;01
4705102249;leningrad;45.31;45
4205397883;kemerovo;52.21;52
6312041525;samara;46.90;46
0105079551;adygeya;86.23;86
2130233137;chuvashia;93.12;93
1840070968;udmurtia;70.22;70
3662078815;voronezh;68.32;68
9109024630;crimea;62.01;62
1513051757;north ossetia;56.10;56
3702582193;ivanovo;73.10;73
3907032627;kaliningrad;45.31.10;45
4205359750;kemerovo;45.31;45
7723162486;moscow city;68.32.10;68
6316207891;samara;43.34;43
7814583347;sankt-petersburg;93.11;93
8601057253;khanty-mansijsk;47.52.70;47
3100025822;belgorod;94.99;94
0400000894;altai rep.;46.51;46
1655462248;tatarstan;41.20;41
6673123984;sverdlovsk;70.22;70
0900010361;karachaevo-chercessia;47.91;47
6162076646;rostov;46.51;46
5610216899;orenburg;69.10;69
2636221143;stavropol;42.11;42
6166119330;rostov;52.29;52
8609018810;khanty-mansijsk;52.21.24;52
6450054247;saratov;56.10;56
4401139688;kostroma;49.41;49
6612998837;sverdlovsk;85.42.90;85
7723915482;moscow city;42.21;42
9201532516;sevastopol;41.20;41
3702220683;ivanovo;49.41;49
0800019392;kalmykia;56.10;56
9731070458;moscow city;52.10.90;52
6027182870;pskov;42.21;42
2801211085;amur;69.10;69
6829104796;tambov;62.09;62
5027311860;moscow reg.;46.52;46
6504046044;sakhalin;52.24.10;52
7901540205;jewish ao;68.32.10;68
1326254482;mordovia;49.32;49
8911032403;yamal-nenets ao;94.20;94
1101079249;moscow city;73.10;73
5031075189;moscow reg.;52.21.24;52
7019029687;tomsk;94.20;94
9710040621;yaroslavl;46.46.20;46
9203546137;sevastopol;73.11;73
2902064630;arkhangelsk;80;80
1702003276;tuva;43.11;43
5024149746;moscow reg.;80.20;80
5043042710;moscow reg.;46.69.20;46
5907051581;perm;45.20;45
4025434857;kaluga;41.20;41
9721193690;moscow city;41.20;41
2464088633;krasnoyarsk;47.11.20;47
5404279340;novosibirsk;25.62;25
0101012595;adygeya;62.09;62
1651086264;tatarstan;42.11;42
6200006339;ryazan;52.10;52
1102052465;komi;45.10;45
0917970810;karachaevo-chercessia;94.99;94
7453077847;chelyabinsk;43.99.50;43
7102003860;tula;47.19;47
7810947360;sankt-petersburg;46.49.49;46
7111504197;tula;94.99;94
4101158425;kamchatka;03.11;03
0800011795;kalmykia;45.31;45
9303021870;donetsk;93.19;93
9715347092;moscow city;64.99;64
5752083637;oryol;45.32;45
2463057777;krasnoyarsk;86.21;86
8622026351;khanty-mansijsk;69.10;69
7714941140;moscow city;43.39;43
9202503211;sevastopol;46.34;46
5800007879;penza;45.31;45
7604129754;yaroslavl;46.40;46
6313561598;samara;49.42;49
3305715055;vladimir;70.22;70
8905045940;yamal-nenets ao;71.12.90;71
5612068325;orenburg;47.78.90;47
2442013183;krasnoyarsk;86.23;86
6027127189;pskov;52.21.24;52
3907028395;kaliningrad;62.09;62
1215188153;marij el;73.11;73
4632223672;kursk;46.73.10;46
3702097422;ivanovo;62.01;62
4414012544;kostroma;94.90;94
7806516026;leningrad;69.10;69
0250019678;bashkortostan;46.41;46
2540137910;primorsky terr.;62.09;62
9718208700;moscow city;46.73;46
5406595527;novosibirsk;47.91.20;47
1832159348;udmurtia;46.41;46
4407011691;kostroma;86.23;86
9102291838;crimea;71.12;71
7707435150;moscow city;41.20;41
1215184800;marij el;73.11;73
2251004460;altai terr.;01.11.10;01
5249095923;nizhni novgorod;68.32.10;68
1435349007;yakutia;94.99;94
0105072041;adygeya;43.21;43
4712002397;leningrad;01.13;01
4705103612;leningrad;47.71.50;47
6319132370;nenets ao;68.20.20;68
5190096346;murmansk;25.62;25
7735196850;moscow city;62.02.10;62
6154562089;rostov;70.22;70
4615001824;kursk;01.11.10;01
7726503938;moscow city;86.23;86
0326544542;buryatia;69.20.20;69
3338002405;vladimir;25.12;25
6316239452;samara;42.22;42
1901133583;khakasia;71.12.30;71
0100010330;adygeya;42.99;42
1677000832;tatarstan;90.04.20;90
0608999932;ingushetia;94.90;94
4027053818;kaluga;45.10;45
3908017100;kaliningrad;68.32.20;68
2465180536;krasnoyarsk;78.30;78
4401145890;kostroma;45.31;45
9102281572;krasnodar;45.32;45
7107121748;tula;45.31;45
5753053177;oryol;68.10;68
8603187804;khanty-mansijsk;42.21;42
6164138457;rostov;43.21;43
3808288233;irkutsk;68.32;68
5473006696;novosibirsk;62.01;62
3528176696;vologda;69;69
0326496715;buryatia;62.09;62
6206000196;ryazan;47.19;47
5803017402;penza;47.11;47
6141045887;rostov;62.09;62
2502044478;primorsky terr.;42.91.20;42
1840104825;kalmykia;68.20;68
5246027210;nizhni novgorod;94.99;94
3907031165;kaliningrad;45.10;45
6027132975;pskov;41.20;41
9309021482;donetsk;45.31;45
1648053942;tatarstan;45.20;45
1435357777;yakutia;62.01;62
7203208470;tyumen;70.22;70
1512020570;north ossetia;71.12.30;71
4101161330;kamchatka;49.32;49
7709401291;moscow city;70.22;70
3711045967;ivanovo;43.91;43
7810256596;sankt-petersburg;46.69.10;46
2607023605;stavropol;43.21;43
1500019280;north ossetia;86.23;86
6829127539;tambov;56.10;56
6724005886;smolensk;01.19;01
2469005020;krasnoyarsk;01.49.41;01
0100001632;adygeya;62.01;62
7117030024;tula;56.10;56
2366032784;krasnodar;85.41;85
3250519309;bryansk;73.11;73
0572014650;dagestan;93.19;93
7733385989;moscow city;94.12;94
2540180496;primorsky terr.;01.61;01
5902820762;perm;70.22;70
5751059896;oryol;71.20;71
3662179838;voronezh;45.30;45
0703008067;kabardino-balkaria;25.11;25
4501217474;kurgan;43.22;43
2308077761;krasnodar;68.32;68
7902526690;jewish ao;43.12;43
7735026199;moscow city;68.20;68
6829147285;tambov;56.10.10;56
7017423529;tomsk;47.91;47
6027058721;pskov;62.09;62
5406593921;novosibirsk;56.30;56
5902834726;perm;41.20;41
1326140580;mordovia;68.20.20;68
8602998366;khanty-mansijsk;93.19;93
6509007585;sakhalin;70.22;70
5190033459;murmansk;47.19;47
2511116866;primorsky terr.;56.10;56
2901242785;arkhangelsk;68.32;68
5405975011;novosibirsk;46.34.10;46
5031137477;moscow reg.;69.10;69
0300008709;buryatia;69.20;69
7729504168;moscow city;43.11;43
2011001585;chechnya;42.11;42
5528014441;omsk;68.32.20;68
3906413669;kaliningrad;71.12;71
7203455831;tyumen;42.11;42
6454142039;saratov;25.61;25
4012004550;kaluga;46.13;46
7900000140;jewish ao;41.20;41
5003080042;moscow reg.;94.99;94
4705093805;leningrad;01.19;01
6943000697;tver;01.41;01
1001322394;karelia;93.29;93
9309000267;donetsk;93.11;93
7723531479;moscow city;68.31;68
7536171667;zabaikalsk terr.;73.20;73
4345339867;kirov;46.76.10;46
0512087043;dagestan;70.22;70
5609017320;orenburg;52.21.24;52
9500014590;kherson;41.20;41
2352052710;moscow city;49.40;49
6829056567;tambov;45.20.20;45
5504151093;omsk;46.73;46
9102160560;crimea;69.10;69
7000022776;tomsk;01.25.10;01
9704018593;moscow city;46.44;46
1001355110;karelia;41.20;41
0700016870;kabardino-balkaria;47.30;47
7536187748;zabaikalsk terr.;52.29;52
4025456723;kaluga;08.12;08
1500012599;north ossetia;56.10;56
6234991460;ryazan;69.10;69
0400019006;altai rep.;49.39.11;49
6229101480;ryazan;49.41;49
9304003151;donetsk;86.23;86
9405002669;luhansk;47.30;47
3840003644;irkutsk;94.99;94
4909099996;magadan;68.32.10;68
1215134623;marij el;86;86
2464151532;krasnoyarsk;43.21;43
6671421840;sverdlovsk;69;69
5405064890;novosibirsk;70.22;70
6154155534;rostov;25.11;25
3666175190;krasnodar;46.73.60;46
1685005136;tatarstan;49.41;49
2808021904;amur;43.21;43
3329093614;vladimir;41.20;41
0251006897;bashkortostan;25.99.30;25
2722136893;khabarovsk;69.10;69
6165089749;rostov;43.91;43
2801090401;amur;25.11;25
4824096964;lipetzk;49.41;49
8601058722;khanty-mansijsk;16.10;16
3459077677;volgograd;72.19;72
2703099004;khabarovsk;42.11;42
6317152557;samara;71.11;71
5107999031;murmansk;94.99;94
5501125225;omsk;28.14;28
5919031621;perm;16.29.15;16
0269044195;bashkortostan;28.92;28
7430037380;chelyabinsk;46.72;46
0912006810;karachaevo-chercessia;41.20;41
2007007231;chechnya;69.20;69
7731328819;moscow city;46.33.10;46
5405494149;novosibirsk;43.33;43
9723209650;moscow city;52.10;52
2904016590;arkhangelsk;52.21.24;52
5837100987;penza;68.32.20;68
0105049934;adygeya;46.73.60;46
7448228642;chelyabinsk;29.10.40;29
3525099299;vologda;42.21;42
6501180242;sakhalin;43.12;43
5404950624;novosibirsk;46.63;46
6215035068;ryazan;70.22;70
2465353669;krasnoyarsk;49.41;49
6732118548;smolensk;45.31.10;45
1901140372;khakasia;46.75;46
7203515142;tyumen;73.11;73
3525194898;yaroslavl;46.60;46
6685190784;sverdlovsk;42.21;42
7801334760;sankt-petersburg;23.99;23
9729382851;moscow city;46.46;46
5230000124;nizhni novgorod;42.11;42
2703035498;khabarovsk;49.32;49
0104015957;adygeya;01.25.10;01
1200015084;marij el;25.50;25
5725002893;oryol;68.32.20;68
2308255982;krasnodar;43.12;43
3123206945;belgorod;45.31.10;45
6164138249;rostov;49.41;49
7116133394;tula;43.99.40;43
4817006374;lipetzk;49.41;49
7708371615;moscow city;94.12;94
4234008563;kemerovo;01.10;01
4205363972;kemerovo;94.99;94
6950230934;tver;86.23;86
6230119788;ryazan;42.21;42
7451375083;chelyabinsk;46.90;46
6454064158;saratov;69.10;69
7737069568;moscow city;70.22;70
2127311360;chuvashia;94.99;94
9204565527;sevastopol;43.21;43
9111012512;crimea;79.11;79
6671246170;sverdlovsk;73.20.20;73
2901153849;arkhangelsk;43.99.60;43
5007120881;moscow reg.;62.01;62
6452925041;saratov;73.11;73
4825111703;lipetzk;52.29;52
9725157485;moscow city;45.20;45
6449050946;saratov;43.29;43
2801279196;amur;46.62;46
5501079554;omsk;42.21;42
7300016580;ulyanovsk;25.12;25
5453007250;novosibirsk;01.41;01
2722029524;khabarovsk;46.13;46
0323378022;buryatia;49.31;49
0902012653;karachaevo-chercessia;94.20;94
5110007495;murmansk;73.11;73
2901303639;arkhangelsk;56.10;56
4716012389;leningrad;94.99;94
5404278265;novosibirsk;56.10;56
2618015606;stavropol;25.99.29;25
3666157835;voronezh;46.38;46
5408255621;novosibirsk;70.22;70
2543146422;primorsky terr.;73.11;73
3528335610;vologda;42.11;42
5405052920;novosibirsk;52.29;52
5752083281;oryol;70.10.10;70
8602255353;khanty-mansijsk;71.12.45;71
5247055386;nizhni novgorod;86.23;86
3015057301;astrakhan;70.22;70
3442116590;volgograd;69.20.20;69
6829910034;tambov;93.19;93
4100040149;kamchatka;56.10;56
7017137800;tomsk;52.21.24;52
6686068177;sverdlovsk;42.22.30;42
9715321288;moscow city;59.13;59
6906004206;tver;94.20;94
1102084234;komi;56.10;56
9311024226;donetsk;94.99;94
6500004332;sakhalin;47.25.10;47
5407051939;novosibirsk;86.21;86
7806001034;sankt-petersburg;41.20;41
4346046599;kirov;68.20;68
7801413429;sankt-petersburg;46.41;46
3017050661;astrakhan;45.31.10;45
9701262113;moscow city;56.10;56
7017453442;tomsk;41.20;41
6382069010;samara;71.20.80;71
7736504828;moscow city;63.11.10;63
6313539546;samara;70.10.10;70
0275085866;bashkortostan;62.01;62
7453343249;chelyabinsk;62.01;62
7811715965;sankt-petersburg;42.99;42
0515013064;dagestan;52.29;52
7604273187;yaroslavl;46.74.30;46
0300023369;buryatia;43.21;43
2225131430;altai terr.;73.11;73
6910017920;tver;01.10;01
4212019931;kemerovo;47.73;47
5514017033;omsk;46.49;46
5022014888;moscow reg.;52.21.24;52
2462208945;krasnoyarsk;52.29;52
8602255402;khanty-mansijsk;45.31.10;45
0323375399;buryatia;42.11;42
3327836952;vladimir;47.30.10;47
0917009558;karachaevo-chercessia;41.20;41
4824050871;lipetzk;73.11;73
5501181251;omsk;45.11;45
5700009512;oryol;49.41;49
2311354824;krasnodar;69.10;69
5506225760;omsk;42.21;42
4824080675;lipetzk;25.11;25
2453022503;krasnoyarsk;53.20.30;53
2801173545;amur;71.12.20;71
4632152830;kursk;52.29;52
3123465467;belgorod;01.13;01
3302002779;vladimir;68.20.20;68
7801695974;sankt-petersburg;47.11;47
4501224658;kurgan;94.99;94
5190081300;murmansk;73.11;73
1101135937;komi;68.20;68
6311101034;samara;43.13;43
5110003130;murmansk;68.32;68
2315217385;krasnodar;41.20;41
4029058280;kaluga;68.32;68
6154144684;rostov;62.01;62
5018199474;moscow city;46.39;46
9002002472;zaporizhzhia;01.11;01
2254002502;altai terr.;69.10;69
7703543324;moscow city;41.20;41
2130230129;chuvashia;70.22;70
1831197929;udmurtia;71.12.70;71
7726502155;moscow city;62.01;62
9707036738;moscow city;56.30;56
0100004626;adygeya;56.10;56
0269041035;bashkortostan;25.11;25
3519005101;vologda;01.11;01
1837019545;udmurtia;94.99;94
3702151260;ivanovo;68.20;68
4345522870;kirov;43.39;43
3614011105;voronezh;42.11;42
6234104302;ryazan;73.11;73
2461036852;krasnoyarsk;71.20;71
7017327631;tomsk;42.99;42
6619025594;sverdlovsk;41.20;41
2902090937;arkhangelsk;42.91;42
6161022856;rostov;71.11.10;71
2459021182;krasnoyarsk;46.73;46
7838081931;sankt-petersburg;46.52;46
9308025290;donetsk;47.25.10;47
7100017667;tula;63.11;63
7721783255;moscow city;41.20;41
2449002092;krasnoyarsk;47.22.10;47
1835077372;udmurtia;72.19;72
0816022672;kalmykia;45.10;45
5014009933;moscow reg.;94.99;94
2370011586;krasnodar;68.32.10;68
4027014600;kaluga;94.12;94
9103094335;kherson;46.69;46
5027184763;moscow reg.;42.11;42
0323089006;buryatia;94.99;94
4706073921;leningrad;69.20;69
7715205658;moscow city;93.19;93
7203585950;tyumen;46.74;46
3811451828;irkutsk;70.10.20;70
2464150320;krasnoyarsk;10.89;10
5835095812;penza;56.10;56
2801161042;amur;45.30;45
4205382527;kemerovo;47.71;47
7203526384;tyumen;52.21;52
1513085001;north ossetia;69.10;69
6732147852;smolensk;46.32;46
7000008370;tomsk;68.32.10;68
0571010532;dagestan;49.41;49
4101091234;kamchatka;62.01;62
7326053949;ulyanovsk;70.22;70
7224053001;tyumen;93.10;93
3301022405;vladimir;69.20.20;69
4632013241;kursk;94.90;94
1000008812;karelia;43.29;43
3327118006;vladimir;42.21;42
0326576311;buryatia;68.32.10;68
5263152725;nizhni novgorod;42.99;42
5031101390;moscow reg.;68.31.30;68
3410005015;volgograd;47.78.60;47
0400009590;altai rep.;49.41;49
3702077754;ivanovo;94.99;94
0600001430;ingushetia;94.99;94
5246056637;nizhni novgorod;43.29;43
9714051938;moscow city;82.99;82
5001111707;moscow reg.;69.10;69
9731073071;moscow city;70.10;70
5835086180;penza;43.39;43
9308012414;donetsk;43.29;43
7806252359;karelia;46.71;46
7810913731;sankt-petersburg;70.10;70
7536087408;zabaikalsk terr.;71.10;71
5501076144;omsk;56.10;56
4212037761;kemerovo;01.19.10;01
2223640368;altai terr.;93.12;93
7448179307;chelyabinsk;42.21;42
0916008343;karachaevo-chercessia;69.20.20;69
0514901275;dagestan;47.73;47
0400017880;altai rep.;46.11.31;46
8706006513;chukotka;47.11;47
5190093874;murmansk;46.19;46
7728428122;moscow city;26.11.20;26
1101075050;komi;43.11;43
5902154093;perm;18.13;18
7203264964;tyumen;47.78.90;47
1215148834;marij el;93.19;93
6670308070;sverdlovsk;49.32;49
9703080729;moscow city;46.73;46
5610245258;orenburg;73.20.10;73
5504167801;omsk;49.41;49
5190929950;murmansk;45.20;45
5507223050;omsk;86.90.90;86
5751055122;oryol;01.11;01
6450059478;saratov;69.10;69
1500009081;north ossetia;73.11;73
0326548988;buryatia;93.13;93
4307012123;kirov;45.31.10;45
4706061740;leningrad;45.19;45
2015005372;chechnya;45.10;45
1660141112;tatarstan;71.11.10;71
0269013599;bashkortostan;23.61;23
5803028002;penza;01.47.10;01
8603087655;khanty-mansijsk;86.23;86
6025053534;pskov;64.20;64
0608064103;ingushetia;01.41;01
2536329143;primorsky terr.;93.11;93
2634015113;stavropol;68.20.20;68
6350012331;samara;42.21;42
6679107227;sverdlovsk;71.20;71
9718211967;moscow city;82.99;82
3257071633;bryansk;43.22;43
7536074173;zabaikalsk terr.;55.10;55
0500002655;dagestan;49.41;49
6439044887;saratov;01.10;01
6501189012;sakhalin;46.38.10;46
7203492424;tyumen;82.30;82
7841037883;sankt-petersburg;46.49;46
5405354825;novosibirsk;73.11;73
2511090720;primorsky terr.;01.11;01
1326256793;mordovia;68.32;68
0725014988;kabardino-balkaria;25.11;25
0300006733;buryatia;52.29;52
5024187445;moscow reg.;25.99;25
9200004150;sevastopol;01.21;01
5754026810;oryol;73.11;73
5837081300;penza;43.21;43
7118819005;tula;01.10;01
7215010523;tyumen;41.20;41
4900013000;magadan;52.24;52
3257081600;bryansk;49.41;49
2225172404;altai terr.;62.09;62
2502001080;primorsky terr.;52.10;52
1326247559;mordovia;45.32;45
3702698656;ivanovo;25.10;25
4105097597;kamchatka;94.99;94
9311025727;donetsk;56.10;56
3663168483;voronezh;62.01;62
1001095857;karelia;86.23;86
3662264160;voronezh;45.31.10;45
7106020095;tula;43.21;43
3305052312;vladimir;86.23;86
3525361041;vologda;69.10;69
5258144937;nizhni novgorod;42.11;42
2817001830;amur;01.11.10;01
7811776206;sankt-petersburg;74.90.30;74
9403029866;luhansk;49.20;49
5829007198;penza;71.20.50;71
1701048644;tuva;86.23;86
9713012478;moscow city;46.73;46
6321422580;samara;46.71.20;46
1901089013;khakasia;47.11;47
5835142090;penza;71.12.12;71
5638080951;orenburg;42.11;42
7300030785;ulyanovsk;86.21;86
5504159536;omsk;47.30.12;47
2543145027;primorsky terr.;61.10;61
4100002947;kamchatka;42.99;42
2304084038;krasnodar;71.12;71
8901027637;yamal-nenets ao;56.10;56
5321176260;novgorod;62.01;62
2801264908;amur;46.21;46
4401173223;kostroma;52.29;52
3306001575;vladimir;36;36
1513041075;north ossetia;69.10;69
7731312230;moscow city;45.20;45
5258123327;nizhni novgorod;42.11;42
7725246879;tatarstan;43.12;43
7733767770;moscow city;56.10;56
8602293694;khanty-mansijsk;70.22;70
2130998626;chuvashia;94.99;94
1655047650;tatarstan;68.20.20;68
6453172143;saratov;25.99;25
0917018538;karachaevo-chercessia;43.21;43
7727144632;moscow city;86.10;86
4800017184;lipetzk;70.10;70
3301037715;vladimir;41.20;41
9408006492;luhansk;49.41;49
1900007681;khakasia;56.10;56
5638066330;orenburg;68.31.12;68
3105003357;belgorod;01.10;01
1513074391;north ossetia;46.51;46
7816541575;sankt-petersburg;25.11;25
6732181130;smolensk;62.09;62
3663163710;voronezh;71.12.20;71
8602226930;khanty-mansijsk;86.23;86
5261081596;nizhni novgorod;64.90;64
1001141091;karelia;49.31;49
3805736399;irkutsk;01.61;01
0300021516;buryatia;25.99.20;25
2452048587;krasnoyarsk;25.11;25
3249003830;bryansk;68.32.10;68
7500007381;zabaikalsk terr.;25.12;25
5238001120;nizhni novgorod;93.12;93
2801188774;amur;86.23;86
5610161255;orenburg;49.40;49
3100016930;belgorod;43.29;43
5321182626;novgorod;41.20;41
4101149212;kamchatka;41.20;41
1648052900;tatarstan;46.49.30;46
2536212392;primorsky terr.;52.21.24;52
9102217545;crimea;69.20.20;69
5249148903;nizhni novgorod;46.90;46
6319230899;samara;93.19;93
5261001706;nizhni novgorod;69.10;69
0533018097;dagestan;71.12;71
4821012892;lipetzk;68.32.10;68
3435108502;volgograd;86.23;86
7300012458;ulyanovsk;86.90.30;86
5911063396;perm;71.11.10;71
5403083746;novosibirsk;88.99;88
3328434607;vladimir;47.20;47
3900030010;kaliningrad;69.20;69
9707006405;moscow city;46.69;46
1700000992;tuva;86.10;86
4401158426;kostroma;93.29.20;93
6229082068;ryazan;46.49.40;46
2631043592;stavropol;49.39;49
7430040760;chelyabinsk;20.42;20
1515909350;north ossetia;56.10;56
9723183338;moscow city;47.91;47
7722497994;moscow city;93.12;93
2635222095;stavropol;69.10;69
5907046976;perm;62.09;62
3017054112;astrakhan;49.41;49
1700005905;tuva;43.99;43
0726024869;kabardino-balkaria;47.73;47
1500011972;north ossetia;46.51;46
4821035674;lipetzk;68.32.10;68
0100008677;adygeya;93.29;93
4205413905;kemerovo;56.10.10;56
5404181288;novosibirsk;69.10;69
2308283193;krasnodar;62.01;62
4500012450;kurgan;41.20;41
3631006828;voronezh;49.41;49
6432016986;saratov;01.11;01
2901238965;arkhangelsk;62;62
7714921553;moscow city;68.32;68
7743403436;moscow city;46.49;46
0274960323;bashkortostan;41.20;41
7706811902;rostov;70.22;70
5700001873;oryol;49.41;49
9204009858;sevastopol;86.23;86
9701275641;moscow city;41.20;41
7203220149;tyumen;80;80
2727027633;khabarovsk;47.75;47
0326537866;buryatia;43.21;43
3702170739;ivanovo;52.21.24;52
3805730767;irkutsk;25.50;25
4105097621;kamchatka;71.20;71
1310187128;mordovia;56.10;56
9201011048;sevastopol;49.42;49
3015100701;astrakhan;73.11;73
7537007878;zabaikalsk terr.;68.32.20;68
5321058322;novgorod;43.91;43
4443027369;kostroma;43.91;43
6901085145;tver;73.10;73
0608055613;ingushetia;93.11;93
6163230393;rostov;43.31;43
2801129458;amur;73.10;73
1327025260;mordovia;42.22;42
7536179480;zabaikalsk terr.;62.01;62
7203553067;tyumen;49.41;49
6714053506;smolensk;86.90.30;86
1106032727;komi;70.22;70
6432237456;saratov;68.32.20;68
9201523046;sevastopol;49.31;49
6376120701;samara;86.23;86
3665055823;voronezh;52.10;52
5752084454;oryol;42.21;42
4824093272;lipetzk;43.11;43
2366046836;krasnodar;96.03;96
2130094758;chuvashia;73.11;73
5907050732;perm;47.50;47
6727039763;smolensk;43.29;43
5028026939;moscow reg.;62.01;62
4401075201;kostroma;42.11;42
5020050640;moscow reg.;35.22;35
2724203601;khabarovsk;52.29;52
3447003247;volgograd;71.20;71
4230003010;kemerovo;47.25.10;47
3900026399;kaliningrad;42.11;42
3804055365;irkutsk;41.20;41
2001004957;chechnya;42.21;42
4105027381;kamchatka;42.11;42
5406709380;novosibirsk;46.66;46
5635042771;orenburg;25.11;25
7900005004;jewish ao;01.61;01
8601040588;khanty-mansijsk;71.10;71
3906905710;kaliningrad;46.90;46
9402009835;luhansk;71.12;71
4345523344;kirov;71.12.12;71
1435107992;yakutia;52.21.24;52
3528109636;vologda;52.21.24;52
5803020010;penza;86.23;86
5193412007;murmansk;93.10;93
6317045178;samara;73.11;73
8602176630;khanty-mansijsk;45.10;45
5031113469;moscow reg.;46.31;46
0700005188;kabardino-balkaria;25.99.30;25
2130227334;chuvashia;69.10;69
7706125501;moscow city;47.19;47
5256182743;nizhni novgorod;41.20;41
7107068413;tula;46.49.49;46
7720635790;moscow city;56.10;56
2311365713;krasnodar;73.11;73
7202196020;tyumen;69;69
6949113489;tver;25.29;25
6163144708;rostov;70.22;70
5260446131;nizhni novgorod;86.23;86
2462065020;krasnoyarsk;25.11;25
6829075256;tambov;86.23;86
5803027979;penza;45.31;45
4501111911;kurgan;42.21;42
3702735330;ivanovo;42.11;42
2222893302;altai terr.;46.11.34;46
4101182080;kamchatka;62.09;62
5835131757;penza;25.62;25
3662249637;voronezh;56.10;56
8603196319;khanty-mansijsk;69.20;69
2224003717;altai terr.;73.20.10;73
0262027634;bashkortostan;49.41;49
3250513120;bryansk;62;62
4400021147;kostroma;73.11;73
7743525071;moscow city;93.10;93
5252042745;nizhni novgorod;25.99;25
1909051212;khakasia;62.09;62
7900004970;jewish ao;46.21.11;46
0400011737;altai rep.;71.20.80;71
7802691852;sankt-petersburg;68.31;68
4345370401;sevastopol;70.21;70
4347022960;kirov;52.10.90;52
3100018920;belgorod;62.01;62
1626010960;tatarstan;94.99;94
7017487106;tomsk;56.10;56
4632045370;kursk;46.69.50;46
0816035696;kalmykia;86.23;86
5249145691;nizhni novgorod;73.11;73
5754024450;oryol;46.69;46
5012090417;moscow reg.;77.32;77
7727662419;moscow city;45.30;45
4909125212;magadan;94.12;94
7722331445;moscow city;45.20;45
5246053763;nizhni novgorod;71.12;71
6454079348;saratov;73.11;73
5074070192;moscow reg.;46.73;46
5401992810;novosibirsk;46.21.11;46
2531006004;primorsky terr.;94.99;94
6678128866;sverdlovsk;70.10;70
6670184298;sverdlovsk;42.99;42
7743164428;moscow city;62.01;62
8601067854;khanty-mansijsk;49.41;49
7743353739;moscow city;41.20;41
8904998475;yamal-nenets ao;93.20;93
1324000179;mordovia;68.32;68
2312215037;chechnya;46.73;46
5262287688;nizhni novgorod;68.32.20;68
7017450402;tomsk;41.20;41
2721023625;khabarovsk;41.20;41
5826000525;penza;47.25;47
5044123841;moscow reg.;96.04;96
2618024047;stavropol;69.20;69
5902856720;perm;86.23;86
5751060933;oryol;47.91;47
2320038374;krasnodar;71.11;71
0400008460;altai rep.;69.10;69
3906329583;kaliningrad;56.10;56
0726022389;kabardino-balkaria;49.32;49
5234004828;nizhni novgorod;71.10;71
7328095415;ulyanovsk;41.20;41
6726015181;smolensk;69.10;69
2630046791;stavropol;94.99;94
2222833166;altai terr.;45.30;45
9723074280;moscow city;28.99.90;28
7806233074;sankt-petersburg;82.30;82
7204147082;tyumen;47.11;47
9307008158;donetsk;25.94;25
5503245285;omsk;49.30;49
7718103870;moscow city;68.20;68
2306028776;krasnodar;43.91;43
0276921633;bashkortostan;70.22;70
7017039087;tomsk;52.21.24;52
3100035059;belgorod;93.12;93
7727430993;chechnya;49.42;49
4025454483;kaluga;47.64;47
9203544228;sevastopol;56.10;56
0721061391;kabardino-balkaria;71.12.45;71
3123485576;belgorod;93.29.90;93
7448094540;moscow city;46.73;46
5074054144;moscow reg.;68.20;68
2366022610;krasnodar;46.34;46
6162085760;rostov;46.46;46
8602311343;khanty-mansijsk;46.19;46
9102256880;crimea;47.11;47
7405010835;chelyabinsk;96.02;96
1514013754;north ossetia;45.20.20;45
7735197973;moscow city;68.10;68
5810007148;penza;01.43.10;01
1425005840;yakutia;43.11;43
7604346491;yaroslavl;47.52;47
1674009957;tatarstan;71.20;71
4101188733;kamchatka;52.21.24;52
2222858788;altai terr.;69.20;69
3812994337;irkutsk;41.20;41
2311283316;krasnodar;49.20;49
6732189901;smolensk;41.20;41
5911036547;perm;52.10;52
5610251251;orenburg;49.41;49
0261012579;bashkortostan;68.20.20;68
6901094742;tver;69;69
2543162093;primorsky terr.;70.22;70
5040036669;moscow reg.;86.90.40;86
2543126137;primorsky terr.;41.20;41
5256080318;nizhni novgorod;69.10;69
4632047931;kursk;62.02;62
8603039010;khanty-mansijsk;52.21.24;52
7715819802;moscow city;43.21;43
6025035221;pskov;68.32;68
7751077031;moscow city;14.19;14
0278183156;bashkortostan;47.51;47
5406807130;novosibirsk;56.10;56
9102016581;crimea;94.99;94
9729323790;moscow city;43.22;43
7734570261;moscow city;41.20;41
5903155727;perm;49.41;49
1900006776;khakasia;46.71;46
6234192299;ryazan;25.62;25
7017223086;tomsk;68.32.20;68
5838044781;penza;62.09;62
6316032433;samara;43.11;43
6732079257;smolensk;52.29;52
4205079320;kemerovo;69.10;69
6154149347;rostov;56.10;56
1500003925;north ossetia;01.11;01
9102006431;crimea;43.21;43
3805735606;irkutsk;68.20;68
2011000214;chechnya;01.11;01
5507242616;omsk;45.30;45
3625018053;voronezh;25.29;25
7017390961;tomsk;25.62;25
6829157981;tambov;69.10;69
3102050743;belgorod;73.11;73
